,2019-12-01,2019-12-15,2019-12-29,2020-01-12,2020-01-26,2020-02-09,2020-02-23,2020-03-08,2020-03-22,2020-04-05,2020-04-19,2020-05-03,2020-05-17,2020-05-31,2020-06-14,2020-06-28,2020-07-12,2020-07-26,2020-08-09,2020-08-23,2020-09-06,2020-09-20,2020-10-04,2020-10-18,2020-11-01,2020-11-15,2020-11-29,2020-12-13,2020-12-27,2021-01-10,2021-01-24,2021-02-07,2021-02-21,2021-03-07,2021-03-21,2021-04-04,2021-04-18,2021-05-02,2021-05-16,2021-05-30,2021-06-13,2021-06-27,2021-07-11,2021-07-25,2021-08-08,2021-08-22,2021-09-05,2021-09-19,2021-10-03,2021-10-17,2021-10-31,2021-11-14,2021-11-28,2021-12-12,2021-12-26,2022-01-09,2022-01-23,2022-02-06,2022-02-20,2022-03-06,2022-03-20,2022-04-03
Europe / Spain / Catalunya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077666666666666665,0.0246,0.0282,0.0405,0.0712,0.089525,0.12405000000000001,0.19886666666666666,0.2609,0.32780000000000004,0.3858,0.4594,0.5304,0.5989,0.6595,0.715,0.763,0.7877,0.8016,0.8070999999999999,0.8106,0.8138666666666667,0.8164,0.8193,0.8239,0.8453,0.8575,0.8729,0.8762000000000001,0.8776799999999999,0.8789428571428571,0.8797857142857143,0.8805714285714286
North America / USA / Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672,0.0975,0.14730000000000001,0.19690000000000002,0.2844,0.3639,0.4722,0.5660000000000001,0.6464,0.7021999999999999,0.7219,0.7362000000000001,0.7427589743589744,0.7448769230769231,0.7469948717948718,0.7556999999999999,0.7641666666666667,0.7716,0.7791,0.7878000000000001,0.7973,0.8184999999999999,0.85246,0.8719,0.89,0.9027,0.917,0.9235,0.9253846153846154,0.9255642857142857,0.9260909090909091,0.9301
North America / USA / Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437,0.0785,0.1225,0.1745,0.2532,0.33659999999999995,0.40130000000000005,0.429,0.4465,0.4678,0.4793,0.48960000000000004,0.4986,0.5257999999999999,0.5451,0.5631,0.5789,0.5908,0.6015999999999999,0.6124,0.6257,0.6426999999999999,0.6582800000000001,0.6764,0.688425,0.7019,0.7206999999999999,0.7276,0.7324666666666667,0.7365,0.7387999999999999,0.7406
Europe / France / Occitanie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0169,0.0305,0.0405,0.061200000000000004,0.0962,0.1432,0.1923,0.242,0.3096,0.38630000000000003,0.45840000000000003,0.5047999999999999,0.5411,0.6015,0.6720999999999999,0.7116,0.7352,0.7486,0.7565000000000001,0.763,0.768,0.7720999999999999,0.7768999999999999,0.7811,0.7859999999999999,0.7927,0.7994,0.8024,0.804,0.8047,0.8051,0.8054000000000001
Europe / Switzerland / Geneva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019999999999999998,0.0046,0.0217,0.042300000000000004,0.0576,0.07150000000000001,0.0904,0.1155,0.1533,0.2146,0.2837,0.3533,0.4321,0.4936,0.5181,0.535,0.5488000000000001,0.5642,0.5865,0.6188,0.6396999999999999,0.6511,0.6587000000000001,0.6657,0.6713,0.6778,0.6831999999999999,0.6878,0.6939,0.6960999999999999,0.6968000000000001,0.6970999999999999,0.6973,0.6975
Europe / Switzerland / Zurich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019999999999999998,0.0046,0.0217,0.042300000000000004,0.0576,0.07150000000000001,0.0904,0.1155,0.1533,0.2146,0.2837,0.3533,0.4321,0.4936,0.5181,0.535,0.5488000000000001,0.5642,0.5865,0.6188,0.6396999999999999,0.6511,0.6587000000000001,0.6657,0.6713,0.6778,0.6831999999999999,0.6878,0.6939,0.6960999999999999,0.6968000000000001,0.6970999999999999,0.6973,0.6975
South America / Brazil / Rio De Janeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0167,0.0274,0.0384,0.0552,0.09119999999999999,0.1225,0.149,0.18109999999999998,0.21350000000000002,0.25989999999999996,0.3333,0.4032,0.46549999999999997,0.5214,0.5963,0.6505,0.6848000000000001,0.7116,0.731,0.7458,0.7565999999999999,0.7648999999999999,0.7706999999999999,0.775425,0.7786,0.7855,0.8046,0.8234999999999999,0.8329000000000001,0.8428,0.8473999999999999
North America / USA / New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.0915,0.132,0.19690000000000002,0.2787,0.3636,0.4596,0.5217,0.5613,0.6019,0.61998,0.6254,0.6386,0.6524,0.6706,0.6886,0.7052333333333334,0.718,0.7281,0.7387,0.7509999999999999,0.7695000000000001,0.78896,0.8112999999999999,0.8309249999999999,0.8495,0.8676999999999999,0.8792,0.8868666666666667,0.8920999999999999,0.8952,0.8978
North America / USA / Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1065,0.14529999999999998,0.20829999999999999,0.24739999999999998,0.3121,0.3518,0.3971,0.4217,0.4384,0.4612,0.4727,0.4849,0.504,0.5097999999999999,0.5217,0.5326,0.5484,0.5652,0.5748,0.5835,0.5943999999999999,0.6101,0.62424,0.6397999999999999,0.6473249999999999,0.6548999999999999,0.6757,0.6803,0.6839000000000001,0.6864,0.6904,0.6934
Europe / Germany / Lower Saxony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
Asia / India / Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0042,0.0073,0.0124,0.027000000000000003,0.0493,0.0771,0.0909,0.1017,0.1188,0.1454,0.1887,0.2182,0.24530000000000002,0.284,0.32380000000000003,0.377,0.4322,0.47350000000000003,0.49920000000000003,0.5264,0.5402,0.5631,0.5861,0.6009,0.636,0.6674,0.6827,0.6908,0.6942,0.6972,0.7108333333333334
North America / USA / Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461,0.1026,0.1374,0.1837,0.2547,0.3448,0.42060000000000003,0.478,0.5125,0.5517,0.5719,0.5876,0.5991,0.6109,0.628,0.6439,0.6586666666666667,0.6756,0.6864,0.6989,0.7114,0.7312000000000001,0.7538,0.7712,0.7867500000000001,0.7993000000000001,0.828,0.8349,0.8427666666666667,0.8462999999999999,0.8486,0.8508
North America / USA / New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776,0.11699999999999999,0.1883,0.2518,0.3298,0.40950000000000003,0.478,0.5145000000000001,0.5425,0.5700333333333333,0.5924,0.6168,0.6378,0.6483,0.6664,0.6854,0.7064666666666666,0.71512,0.71568,0.71624,0.7219,0.7402,0.7641600000000001,0.7859,0.8034250000000001,0.8149,0.8378,0.8493,0.8563666666666666,0.8619,0.8652,0.8686
Europe / Germany / Baden Wurttemberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
Europe / Switzerland / Bern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019999999999999998,0.0046,0.0217,0.042300000000000004,0.0576,0.07150000000000001,0.0904,0.1155,0.1533,0.2146,0.2837,0.3533,0.4321,0.4936,0.5181,0.535,0.5488000000000001,0.5642,0.5865,0.6188,0.6396999999999999,0.6511,0.6587000000000001,0.6657,0.6713,0.6778,0.6831999999999999,0.6878,0.6939,0.6960999999999999,0.6968000000000001,0.6970999999999999,0.6973,0.6975
Europe / Germany / Hesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
North America / USA / Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044800000000000006,0.0999,0.1474,0.1938,0.265,0.3489,0.4226,0.46159999999999995,0.48219999999999996,0.5104,0.5232,0.5347,0.5433,0.5516,0.5647,0.5778,0.5921666666666667,0.6034,0.6115999999999999,0.6197,0.6272,0.6411,0.65712,0.6698000000000001,0.6788,0.6894,0.7001999999999999,0.7059000000000001,0.7092,0.7117,0.7132,0.7147
North America / USA / Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051699999999999996,0.08839999999999999,0.1531,0.21230000000000002,0.2864,0.37450000000000006,0.4836,0.573,0.6229,0.6624,0.685,0.7014,0.7117,0.7215,0.7339,0.746,0.7578,0.7672,0.7768999999999999,0.7883,0.8026000000000001,0.8270000000000001,0.85548,0.8792,0.901475,0.9197,0.9401999999999999,0.9533,0.9612,0.9655,0.9696499999999999,0.9729000000000001
North America / USA / Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594,0.09949999999999999,0.12179999999999999,0.16210000000000002,0.2223,0.2837,0.3348,0.35850000000000004,0.3759,0.3953,0.4057,0.4167,0.4299,0.4548,0.4913,0.5196999999999999,0.5388333333333334,0.5508,0.5595,0.5674,0.5805,0.5920000000000001,0.6033799999999999,0.6165999999999999,0.624725,0.6345000000000001,0.6466,0.6518999999999999,0.6559999999999999,0.6579,0.6606000000000001,0.6620999999999999
North America / USA / Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049699999999999994,0.0857,0.12300000000000001,0.1802,0.2556,0.33840000000000003,0.42700000000000005,0.4915,0.5328,0.5721,0.5937,0.6164000000000001,0.6283,0.6408,0.6570999999999999,0.6724,0.6869333333333333,0.6986,0.7093,0.7197,0.7284571428571428,0.7392,0.7674799999999999,0.7843000000000001,0.79985,0.8131999999999999,0.8314,0.8403,0.8462333333333333,0.851,0.8538,0.8584999999999999
Asia / Japan / Saitama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.0005333333333333334,0.004733333333333333,0.007466666666666667,0.009899999999999999,0.0269,0.043899999999999995,0.0951,0.17190000000000003,0.2473,0.3259,0.38409999999999994,0.47005,0.5278,0.592325,0.66535,0.7162999999999999,0.7565000000000001,0.7781999999999999,0.7873,0.7912,0.7939,0.7957,0.8018538461538461,0.8039000000000001,0.8046,0.8061,0.8076000000000001,0.810225,0.8140999999999999
North America / USA / Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617,0.09179999999999999,0.1419,0.18170000000000003,0.24539999999999998,0.3282,0.42,0.4704,0.5041,0.541,0.5607,0.5768,0.5875,0.5974,0.6115999999999999,0.626,0.6382333333333333,0.649,0.6585,0.6667000000000001,0.6768000000000001,0.6914,0.71292,0.7293000000000001,0.7419250000000001,0.7526,0.7701,0.7768,0.7817999999999999,0.7847,0.7870999999999999,0.7888
North America / Canada / Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014000000000000002,0.0084,0.0203,0.024,0.0288,0.048499999999999995,0.0883,0.1507,0.2402,0.3358,0.4495,0.5669,0.6451,0.6738,0.6912999999999999,0.7055,0.7167,0.7273000000000001,0.7397,0.7522,0.7663,0.7761,0.7831999999999999,0.7881,0.7954000000000001,0.8176000000000001,0.8306999999999999,0.8373999999999999,0.8451000000000001,0.8504999999999999,0.8534999999999999,0.8554999999999999,0.8563,0.857
North America / USA / Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,0.0789,0.1244,0.1659,0.2207,0.27940000000000004,0.32049999999999995,0.3431,0.35960000000000003,0.3759,0.3851,0.39399999999999996,0.4007,0.40740000000000004,0.41850000000000004,0.4329,0.4477,0.46140000000000003,0.4731,0.48200000000000004,0.4911,0.4993,0.5066,0.5146000000000001,0.520125,0.5251,0.5412,0.5979,0.6014,0.6042000000000001,0.606,0.6077
North America / USA / Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057999999999999996,0.09480000000000001,0.1309,0.1761,0.2382,0.3075,0.3881,0.4539,0.505,0.5476,0.5676,0.5836,0.5942000000000001,0.6025,0.6147,0.6296,0.6460333333333333,0.6597,0.6679,0.6762999999999999,0.6843,0.6970000000000001,0.71338,0.7268000000000001,0.73845,0.7456999999999999,0.7574,0.7641,0.7679,0.7709,0.773,0.7748
North America / USA / Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.0926,0.12689999999999999,0.1761,0.2402,0.3105,0.3865,0.4315,0.4581,0.48729999999999996,0.5008,0.5121,0.5201,0.5277000000000001,0.5374,0.5468999999999999,0.5554666666666667,0.5642,0.569975,0.5752,0.5827,0.5957,0.6090599999999999,0.6227,0.6314500000000001,0.6406000000000001,0.6492,0.6542,0.6587,0.6629999999999999,0.665,0.6666
North America / USA / Connecticut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07719999999999999,0.1128,0.1625,0.2401,0.2966,0.3831,0.4892,0.5556,0.5902000000000001,0.6315,0.6506000000000001,0.667,0.6792,0.6922,0.7087,0.7256999999999999,0.7412333333333334,0.7523000000000001,0.7656999999999999,0.7774,0.7902,0.8123,0.83784,0.8602,0.881125,0.9023,0.9204000000000001,0.93,0.9365666666666667,0.941,0.9440999999999999,0.9470000000000001
North America / USA / Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048600000000000004,0.0931,0.1335,0.1795,0.2515,0.3237,0.4032,0.4731,0.5186999999999999,0.5652,0.5884,0.6085,0.6236999999999999,0.6343,0.6487,0.6662,0.66650625,0.6668124999999999,0.6736,0.6838,0.6939,0.705,0.7246,0.7406,0.7532000000000001,0.7626999999999999,0.7815000000000001,0.7898999999999999,0.7951999999999999,0.7987000000000001,0.8012,0.8033
Europe / Italy / Campania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0113,0.0226,0.024399999999999998,0.0374,0.0649,0.09140000000000001,0.1308,0.18350000000000002,0.2462,0.3207,0.38909999999999995,0.49060000000000004,0.5579,0.5971,0.6225,0.6598,0.6893,0.7169,0.7349,0.7531,0.7668,0.7731999999999999,0.7770999999999999,0.782,0.7897,0.7976000000000001,0.8106,0.8262999999999999,0.8345999999999999,0.8379000000000001,0.8392000000000001,0.84,0.8404
North America / Canada / British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014000000000000002,0.0084,0.0203,0.024,0.0288,0.048499999999999995,0.0883,0.1507,0.2402,0.3358,0.4495,0.5669,0.6451,0.6738,0.6912999999999999,0.7055,0.7167,0.7273000000000001,0.7397,0.7522,0.7663,0.7761,0.7831999999999999,0.7881,0.7954000000000001,0.8176000000000001,0.8306999999999999,0.8373999999999999,0.8451000000000001,0.8504999999999999,0.8534999999999999,0.8554999999999999,0.8563,0.857
Europe / Norway / Oslo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0149,0.0333,0.0552,0.07440000000000001,0.09519999999999999,0.1325,0.1993,0.2583,0.2944,0.3054,0.3642,0.456,0.5670000000000001,0.6279,0.6831,0.6995,0.7189,0.7474,0.7659,0.7694,0.7716,0.7742,0.7772,0.7805,0.7844,0.7864,0.7889,0.7909,0.792,0.7923,0.7926000000000001,0.7928000000000001
Europe / Spain / Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077666666666666665,0.0246,0.0282,0.0405,0.0712,0.089525,0.12405000000000001,0.19886666666666666,0.2609,0.32780000000000004,0.3858,0.4594,0.5304,0.5989,0.6595,0.715,0.763,0.7877,0.8016,0.8070999999999999,0.8106,0.8138666666666667,0.8164,0.8193,0.8239,0.8453,0.8575,0.8729,0.8762000000000001,0.8776799999999999,0.8789428571428571,0.8797857142857143,0.8805714285714286
Europe / France / Provence Alpes Cote D Azur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0169,0.0305,0.0405,0.061200000000000004,0.0962,0.1432,0.1923,0.242,0.3096,0.38630000000000003,0.45840000000000003,0.5047999999999999,0.5411,0.6015,0.6720999999999999,0.7116,0.7352,0.7486,0.7565000000000001,0.763,0.768,0.7720999999999999,0.7768999999999999,0.7811,0.7859999999999999,0.7927,0.7994,0.8024,0.804,0.8047,0.8051,0.8054000000000001
Europe / Germany / Berlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.008100000000000001,0.0195,0.0279,0.04,0.0632,0.092,0.1274,0.1993,0.2848,0.3734,0.43320000000000003,0.48950000000000005,0.5471,0.5936,0.6167,0.6314,0.6476000000000001,0.6640999999999999,0.6770999999999999,0.6867,0.6933,0.6989,0.7051999999999999,0.7178,0.7312000000000001,0.743,0.7502,0.758,0.7626000000000001,0.7648,0.7662,0.7673000000000001,0.768
Asia / Japan / Tokyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.0005333333333333334,0.004733333333333333,0.007466666666666667,0.009899999999999999,0.0269,0.043899999999999995,0.0951,0.17190000000000003,0.2473,0.3259,0.38409999999999994,0.47005,0.5278,0.592325,0.66535,0.7162999999999999,0.7565000000000001,0.7781999999999999,0.7873,0.7912,0.7939,0.7957,0.8018538461538461,0.8039000000000001,0.8046,0.8061,0.8076000000000001,0.810225,0.8140999999999999
North America / USA / Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045599999999999995,0.09029999999999999,0.14750000000000002,0.19079999999999997,0.248,0.3177,0.37439999999999996,0.4118,0.4366,0.4621,0.4782,0.4932,0.5131,0.5239,0.5405,0.5574,0.5741333333333334,0.5858,0.5951,0.6039,0.6126,0.6245,0.64146,0.6575,0.669825,0.6818000000000001,0.6964,0.7056,0.7120666666666667,0.7165,0.7197,0.7232999999999999
North America / USA / Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0984,0.1417,0.19949999999999998,0.2783,0.37829999999999997,0.4852,0.5515,0.588,0.6313,0.6501,0.6612,0.6707,0.6788,0.6907,0.7044,0.7202333333333333,0.7323999999999999,0.7434999999999999,0.753,0.7669,0.7887000000000001,0.8163400000000001,0.8364,0.8543000000000001,0.8676999999999999,0.8817,0.8874,0.8909,0.8915500000000001,0.8927714285714285,0.8959999999999999
North America / USA / Delaware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.1011,0.13523333333333334,0.1745,0.2532,0.34149999999999997,0.41590000000000005,0.474,0.5067,0.5463,0.5635,0.5787,0.5902000000000001,0.6011,0.6164000000000001,0.6309,0.6452666666666667,0.6548999999999999,0.6661,0.6793,0.6884999999999999,0.7021999999999999,0.7142599999999999,0.7476,0.7625,0.7759999999999999,0.7966,0.8077,0.8150333333333333,0.8189,0.8218000000000001,0.8240999999999999
North America / USA / Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519,0.0796,0.11025,0.1525,0.20980000000000001,0.27149999999999996,0.31989999999999996,0.34700000000000003,0.3715,0.3914,0.40159999999999996,0.41450000000000004,0.4294,0.44060000000000005,0.4597,0.4817,0.5023333333333333,0.518,0.5282,0.5373,0.5454,0.5550999999999999,0.5666800000000001,0.5767,0.5847,0.5922999999999999,0.6035,0.6081,0.6122666666666666,0.6144,0.6161,0.6177
North America / USA / Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0478,0.08460000000000001,0.1303,0.1776,0.2445,0.3482,0.4316,0.5034000000000001,0.5456,0.5832999999999999,0.6075,0.6252,0.6367,0.6491,0.6659999999999999,0.6831999999999999,0.6997,0.713,0.7298,0.753,0.7670381818181818,0.7675218181818182,0.7680054545454545,0.7684890909090909,0.775,0.7957,0.8142,0.8244,0.8303666666666667,0.8351000000000001,0.8379000000000001,0.8408
